STATEFP,COUNTYFP,TRACTCE,GEOID,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,data_as_of,data_loaded_at,multipolygon
6,75,15802,60750158021,G5030,77696,0,37.7787558,-122.4390666,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.442053 37.779244, -122.441119 37.779372, -122.440958 37.779364, -122.440397 37.779439, -122.438792 37.779653, -122.438686 37.779666, -122.437895 37.779765, -122.437072 37.779867, -122.436979 37.779404, -122.436885 37.778938, -122.436697 37.778006, -122.43694 37.777975, -122.438237 37.77781, -122.438308 37.777801, -122.438435 37.777786, -122.438812 37.777738, -122.439426 37.777661, -122.440027 37.777587, -122.440213 37.778511, -122.441866 37.7783, -122.442053 37.779244)))"
6,75,13101,60750131011,G5030,41782,0,37.7930257,-122.4243305,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.426335 37.793517, -122.424694 37.793726, -122.423143 37.793923, -122.423133 37.793829, -122.422993 37.79313, -122.422973 37.793037, -122.422955 37.792944, -122.422816 37.792255, -122.422801 37.792161, -122.424341 37.791965, -122.424518 37.792841, -122.426157 37.792634, -122.426335 37.793517)))"
6,75,12901,60750129011,G5030,90526,0,37.801028,-122.4270594,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.429667 37.801654, -122.428022 37.801863, -122.426377 37.802072, -122.425214 37.802219, -122.425065 37.802238, -122.424835 37.802268, -122.424815 37.802175, -122.424798 37.802091, -122.424668 37.801426, -122.424634 37.801357, -122.424607 37.8013, -122.424601 37.801261, -122.424464 37.800402, -122.425042 37.800328, -122.426001 37.800206, -122.426494 37.800143, -122.426788 37.800106, -122.427645 37.799997, -122.42929 37.799788, -122.429464 37.800645, -122.429486 37.800753, -122.429667 37.801654)))"
6,75,12202,60750122022,G5030,71576,0,37.7851658,-122.4199128,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.421675 37.786605, -122.421461 37.786632, -122.419928 37.786828, -122.419833 37.786359, -122.419739 37.785893, -122.419639 37.785433, -122.417996 37.785642, -122.417901 37.785167, -122.417806 37.78471, -122.417707 37.784236, -122.419364 37.784029, -122.420926 37.783834, -122.421069 37.783816, -122.421098 37.783915, -122.421171 37.784283, -122.421243 37.784635, -122.421256 37.784745, -122.421277 37.784857, -122.42136 37.785214, -122.421442 37.785567, -122.421472 37.785676, -122.421675 37.786605)))"
6,75,12801,60750128012,G5030,104206,0,37.7978129,-122.4443176,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.447303 37.798459, -122.445974 37.798626, -122.444957 37.798757, -122.444931 37.79876, -122.444887 37.798805, -122.444796 37.798897, -122.444672 37.798864, -122.444494 37.798852, -122.444335 37.798866, -122.442663 37.799073, -122.442639 37.798957, -122.442468 37.798112, -122.440798 37.798324, -122.44061 37.797394, -122.442279 37.797181, -122.44395 37.796969, -122.445598 37.796759, -122.447015 37.796579, -122.447158 37.797515, -122.447303 37.798459)))"
6,75,12802,60750128022,G5030,91936,0,37.797137,-122.4388739,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.440798 37.798324, -122.439156 37.798533, -122.437514 37.798742, -122.43742 37.798278, -122.437326 37.797811, -122.437138 37.796879, -122.43695 37.795949, -122.438591 37.795741, -122.440234 37.795533, -122.440422 37.796461, -122.44061 37.797394, -122.440798 37.798324)))"
6,75,12602,60750126021,G5030,239163,529761,37.8064009,-122.4347313,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.443082 37.809728, -122.430082 37.811828, -122.425182 37.812628, -122.425902 37.812057, -122.424876 37.810799, -122.424898 37.810792, -122.425061 37.810779, -122.425222 37.810755, -122.42538 37.810719, -122.425563 37.810663, -122.425737 37.810592, -122.425875 37.810521, -122.426005 37.810442, -122.426148 37.810335, -122.426166 37.810313, -122.42622 37.81027, -122.426277 37.810213, -122.42641 37.810064, -122.426527 37.809905, -122.426625 37.80974, -122.426671 37.809639, -122.426704 37.809568, -122.426765 37.809392, -122.426806 37.809211, -122.426824 37.809066, -122.426848 37.809019, -122.426829 37.80897, -122.426826 37.808824, -122.426831 37.808796, -122.426812 37.808702, -122.426816 37.808624, -122.426718 37.808169, -122.426839 37.808113, -122.42691 37.808151, -122.42749 37.808678, -122.427287 37.808709, -122.427301 37.808773, -122.427524 37.808739, -122.427533 37.808783, -122.428043 37.808705, -122.428014 37.80857, -122.427546 37.808641, -122.426996 37.808141, -122.427001 37.808109, -122.428237 37.808406, -122.42927 37.80797, -122.429263 37.807903, -122.429835 37.807825, -122.430108 37.809215, -122.430622 37.809167, -122.430303 37.807457, -122.430361 37.807393, -122.430916 37.80732, -122.430995 37.807366, -122.431341 37.809057, -122.431728 37.809024, -122.431386 37.807314, -122.431443 37.807251, -122.432 37.807178, -122.432079 37.807223, -122.432342 37.808516, -122.432584 37.808515, -122.432608 37.808505, -122.432615 37.808486, -122.432565 37.80848, -122.432383 37.807104, -122.432307 37.806805, -122.432221 37.806338, -122.432206 37.806291, -122.432203 37.806237, -122.432227 37.806214, -122.43221 37.806153, -122.43218 37.806145, -122.432165 37.8061, -122.432179 37.806059, -122.432194 37.80604, -122.432227 37.806023, -122.432265 37.806016, -122.43232 37.805983, -122.43235 37.805976, -122.432091 37.8052, -122.432193 37.805206, -122.433667 37.805015, -122.433798 37.805043, -122.433898 37.804976, -122.434082 37.804917, -122.435357 37.804757, -122.436877 37.804561, -122.43697 37.804383, -122.437138 37.804352, -122.438005 37.804238, -122.439255 37.804081, -122.440195 37.803963, -122.441032 37.803858, -122.441905 37.803744, -122.44194 37.803917, -122.442067 37.804556, -122.442126 37.80485, -122.442188 37.805469, -122.442188 37.805737, -122.44221 37.805786, -122.442351 37.806523, -122.442151 37.806548, -122.442121 37.806552, -122.439238 37.806919, -122.439273 37.807139, -122.439496 37.808542, -122.439551 37.808883, -122.443082 37.809728)))"
6,75,11901,60750119011,G5030,30842,0,37.7899965,-122.4138184,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.415559 37.790254, -122.414705 37.790363, -122.414211 37.790425, -122.413916 37.790463, -122.413301 37.790541, -122.413088 37.790568, -122.412266 37.790673, -122.412154 37.790124, -122.412076 37.78974, -122.412186 37.789726, -122.413728 37.789529, -122.414494 37.789432, -122.414911 37.789379, -122.415072 37.789358, -122.415372 37.78932, -122.415559 37.790254)))"
6,75,20102,60750201023,G5030,35325,0,37.7641744,-122.4206994,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.421886 37.764917, -122.421515 37.764939, -122.421381 37.764948, -122.42124 37.764956, -122.420901 37.764977, -122.420581 37.764996, -122.420482 37.765002, -122.419669 37.765051, -122.419513 37.763429, -122.420433 37.763376, -122.421084 37.763338, -122.421732 37.7633, -122.421853 37.764571, -122.421886 37.764917)))"
6,75,33203,60750332032,G5030,172347,0,37.7166752,-122.480912,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.484842 37.717254, -122.484839 37.717302, -122.484841 37.717357, -122.484831 37.718276, -122.484835 37.718324, -122.484831 37.718379, -122.484833 37.718515, -122.484832 37.718571, -122.48477 37.71857, -122.484275 37.718555, -122.483143 37.718517, -122.483159 37.718271, -122.48318 37.717952, -122.483205 37.717585, -122.481543 37.717531, -122.480716 37.717504, -122.480535 37.717425, -122.479981 37.716942, -122.478674 37.717903, -122.478445 37.717697, -122.478113 37.717484, -122.477722 37.717411, -122.477377 37.717553, -122.477309 37.71763, -122.47724 37.717709, -122.47596 37.71692, -122.47589 37.716921, -122.475818 37.716891, -122.475918 37.716788, -122.476029 37.716673, -122.476493 37.716193, -122.476639 37.716106, -122.477501 37.716014, -122.478295 37.71593, -122.478432 37.71591, -122.478327 37.71528, -122.478436 37.715194, -122.479998 37.715025, -122.480287 37.715225, -122.481339 37.715956, -122.48161 37.716191, -122.481632 37.71574, -122.481647 37.715438, -122.483314 37.715491, -122.48366 37.715502, -122.483855 37.715582, -122.484381 37.716099, -122.484448 37.716178, -122.484565 37.716281, -122.484777 37.716684, -122.484845 37.716959, -122.484842 37.717254)))"
6,75,26001,60750260011,G5030,110877,0,37.7256406,-122.4302262,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.433357 37.726588, -122.432912 37.727178, -122.432808 37.727315, -122.432447 37.727637, -122.431767 37.727311, -122.430965 37.726926, -122.43017 37.726544, -122.43008 37.726663, -122.42928 37.726282, -122.428482 37.725901, -122.427684 37.72552, -122.426912 37.725151, -122.428074 37.723591, -122.428837 37.723955, -122.429652 37.724343, -122.430453 37.724725, -122.431253 37.725107, -122.432054 37.725488, -122.432857 37.725871, -122.433624 37.726236, -122.433357 37.726588)))"
6,75,61101,60750611012,G5030,157738,0,37.7956131,-122.4027375,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.405318 37.79709, -122.40477 37.79716, -122.404058 37.79725, -122.403676 37.797298, -122.402887 37.797396, -122.402041 37.797505, -122.400863 37.797654, -122.400681 37.796777, -122.400486 37.795875, -122.400413 37.795448, -122.400329 37.795013, -122.400239 37.794575, -122.400149 37.794134, -122.401315 37.793987, -122.40216 37.79388, -122.402957 37.79378, -122.404016 37.793646, -122.404613 37.793565, -122.404711 37.794021, -122.404796 37.794453, -122.404876 37.79486, -122.404957 37.795327, -122.405083 37.795926, -122.405112 37.796067, -122.405143 37.796211, -122.405288 37.796909, -122.405513 37.797065, -122.405318 37.79709)))"
6,75,47904,60750479041,G5030,637273,4096057,37.7824917,-122.5098754,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.530563 37.806628, -122.52878 37.806408, -122.5257 37.805685, -122.515748 37.80335, -122.506164 37.799055, -122.500783 37.795029, -122.509563 37.789909, -122.509854 37.784794, -122.50983 37.784419, -122.509783 37.784029, -122.507771 37.782415, -122.507484 37.782185, -122.507774 37.782217, -122.508337 37.782278, -122.50848 37.782279, -122.508616 37.782222, -122.508762 37.782051, -122.508924 37.782013, -122.509739 37.78219, -122.509837 37.782195, -122.509974 37.78216, -122.510102 37.782064, -122.510215 37.78203, -122.51035 37.782057, -122.510506 37.782122, -122.510636 37.782123, -122.510781 37.782059, -122.510117 37.781006, -122.509879 37.780627, -122.509593 37.780173, -122.509433 37.779851, -122.509368 37.778965, -122.509228 37.777044, -122.509159 37.7761, -122.509127 37.775672, -122.509124 37.775623, -122.509092 37.775177, -122.508958 37.773309, -122.507888 37.773358, -122.506821 37.773407, -122.505747 37.773456, -122.505716 37.773035, -122.505611 37.771592, -122.506685 37.771542, -122.507751 37.771495, -122.508823 37.771446, -122.509895 37.771396, -122.510946 37.771343, -122.511124 37.771323, -122.513147 37.770761, -122.516787 37.77068, -122.517256 37.770684, -122.517292 37.771942, -122.517396 37.775242, -122.517838 37.77587, -122.518633 37.777125, -122.518986 37.779568, -122.518898 37.780474, -122.520858 37.78487, -122.526437 37.797377, -122.526881 37.798374, -122.530025 37.805422, -122.530563 37.806628)))"
6,75,10402,60750104023,G5030,60376,0,37.8001078,-122.4042205,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.406024 37.800835, -122.40524 37.800934, -122.404864 37.800982, -122.40443 37.801038, -122.403615 37.801142, -122.403168 37.801196, -122.40279 37.801242, -122.402604 37.800307, -122.402421 37.799382, -122.403253 37.799274, -122.403645 37.799224, -122.40369 37.799218, -122.404053 37.799172, -122.404633 37.799098, -122.405645 37.798969, -122.405743 37.799454, -122.405797 37.799721, -122.405834 37.799901, -122.406024 37.800835)))"
6,75,11700,60750117003,G5030,161301,0,37.7877001,-122.4061841,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.408595 37.789226, -122.407752 37.789333, -122.406957 37.789434, -122.405399 37.789632, -122.40459 37.789735, -122.404208 37.789783, -122.403842 37.789829, -122.403747 37.789363, -122.403661 37.788894, -122.40358 37.788427, -122.403492 37.787963, -122.403456 37.787776, -122.404743 37.786778, -122.406062 37.785757, -122.406291 37.785508, -122.407451 37.784604, -122.407698 37.784699, -122.407853 37.785492, -122.408036 37.78641, -122.408227 37.787359, -122.408402 37.788293, -122.408595 37.789226)))"
6,75,12503,60750125032,G5030,30582,0,37.7848173,-122.4094137,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.41114 37.785075, -122.409498 37.785283, -122.408782 37.785373, -122.408667 37.785388, -122.407853 37.785492, -122.407698 37.784699, -122.407919 37.784526, -122.408493 37.784453, -122.409309 37.784349, -122.410163 37.78424, -122.410297 37.784223, -122.410952 37.784141, -122.41114 37.785075)))"
6,75,12801,60750128013,G5030,73689,0,37.7991925,-122.4437061,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.447466 37.79939, -122.446161 37.799556, -122.446042 37.799571, -122.44585 37.799595, -122.444516 37.799765, -122.442846 37.799978, -122.441177 37.80019, -122.440995 37.799296, -122.44097 37.799175, -122.440798 37.798324, -122.442468 37.798112, -122.442639 37.798957, -122.442663 37.799073, -122.444335 37.798866, -122.444494 37.798852, -122.444672 37.798864, -122.444796 37.798897, -122.444887 37.798805, -122.444931 37.79876, -122.444957 37.798757, -122.445974 37.798626, -122.447303 37.798459, -122.447341 37.798553, -122.447466 37.79939)))"
6,75,26202,60750262022,G5030,120008,0,37.7119223,-122.4491089,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.451911 37.712158, -122.451012 37.712855, -122.450631 37.713117, -122.449995 37.713473, -122.449657 37.713628, -122.449099 37.713883, -122.448999 37.713925, -122.448887 37.713835, -122.44883 37.71379, -122.448792 37.71376, -122.448108 37.713211, -122.447409 37.71265, -122.4468 37.712161, -122.446091 37.711592, -122.446383 37.711436, -122.447672 37.710749, -122.448377 37.710373, -122.448931 37.710074, -122.449309 37.709946, -122.449463 37.710069, -122.450138 37.710609, -122.450774 37.711118, -122.451538 37.711728, -122.451811 37.711943, -122.451894 37.712008, -122.451993 37.712086, -122.451911 37.712158)))"
6,75,25502,60750255023,G5030,159194,0,37.7327279,-122.4294954,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.432535 37.733123, -122.432372 37.733199, -122.430928 37.733867, -122.430396 37.734121, -122.429799 37.734406, -122.4296 37.734518, -122.429391 37.734636, -122.428843 37.734932, -122.428607 37.73506, -122.428573 37.735082, -122.428437 37.734951, -122.428354 37.734915, -122.427839 37.734694, -122.427401 37.734507, -122.426237 37.734005, -122.426158 37.733971, -122.426369 37.733747, -122.426391 37.733675, -122.427338 37.732721, -122.428038 37.732016, -122.428203 37.731851, -122.428686 37.731365, -122.428873 37.731175, -122.429304 37.730742, -122.429378 37.73072, -122.43008 37.730004, -122.430112 37.729971, -122.430199 37.729872, -122.430276 37.72992, -122.430383 37.729986, -122.430789 37.73024, -122.430833 37.730335, -122.430945 37.730578, -122.431043 37.730548, -122.431169 37.730514, -122.431216 37.730618, -122.431227 37.730641, -122.431393 37.731009, -122.431685 37.731652, -122.431796 37.732081, -122.43184 37.732254, -122.431845 37.732272, -122.43189 37.732446, -122.431966 37.73265, -122.432204 37.732917, -122.432231 37.732934, -122.432302 37.73298, -122.432327 37.732996, -122.432507 37.733111, -122.432535 37.733123)))"
6,75,12301,60750123013,G5030,61538,0,37.7862165,-122.4096835,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.411516 37.78694, -122.411043 37.787, -122.410237 37.787103, -122.409874 37.787149, -122.408227 37.787359, -122.408036 37.78641, -122.407853 37.785492, -122.408667 37.785388, -122.408782 37.785373, -122.409498 37.785283, -122.41114 37.785075, -122.411326 37.785996, -122.411516 37.78694)))"
6,75,16300,60750163004,G5030,61368,0,37.775938,-122.4303779,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.431575 37.7777, -122.430732 37.777807, -122.430576 37.777827, -122.429929 37.777909, -122.429757 37.776967, -122.429677 37.776595, -122.429626 37.776513, -122.429622 37.776329, -122.429554 37.776044, -122.42946 37.775577, -122.429366 37.775111, -122.429273 37.774649, -122.429178 37.774181, -122.430825 37.773973, -122.431012 37.774903, -122.431199 37.775834, -122.431384 37.77676, -122.431575 37.7777)))"
6,75,16102,60750161021,G5030,122916,0,37.7804025,-122.425374,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.427396 37.782057, -122.424108 37.782477, -122.423918 37.781536, -122.423825 37.781078, -122.423731 37.780612, -122.423541 37.779674, -122.423448 37.779213, -122.423354 37.778747, -122.424998 37.778538, -122.426641 37.778329, -122.426755 37.778893, -122.426829 37.779258, -122.4269 37.779611, -122.427017 37.780193, -122.427203 37.781117, -122.427312 37.781652, -122.427396 37.782057)))"
6,75,16102,60750161022,G5030,123254,0,37.7799844,-122.4286658,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.430609 37.781646, -122.430528 37.781656, -122.429041 37.781847, -122.427396 37.782057, -122.427312 37.781652, -122.427203 37.781117, -122.427017 37.780193, -122.4269 37.779611, -122.426829 37.779258, -122.426755 37.778893, -122.426641 37.778329, -122.428084 37.778145, -122.428909 37.778039, -122.429152 37.778007, -122.429771 37.777929, -122.429849 37.777919, -122.429929 37.777909, -122.430018 37.778356, -122.430115 37.778842, -122.43032 37.779772, -122.430507 37.780705, -122.430696 37.781635, -122.430609 37.781646)))"
6,75,17000,60750170003,G5030,113255,0,37.7636144,-122.4398598,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.443385 37.763481, -122.442951 37.763678, -122.44295 37.763916, -122.44295 37.764109, -122.4432 37.764469, -122.443215 37.764558, -122.443279 37.764726, -122.443263 37.765218, -122.443347 37.765333, -122.443211 37.76534, -122.442719 37.765333, -122.442087 37.765324, -122.441932 37.765295, -122.441242 37.765271, -122.441084 37.765195, -122.440749 37.764858, -122.440613 37.764778, -122.439985 37.764465, -122.439102 37.764054, -122.438961 37.764026, -122.438793 37.763922, -122.439092 37.76347, -122.438667 37.7634, -122.438038 37.763295, -122.437331 37.763338, -122.435259 37.763463, -122.435216 37.762983, -122.435204 37.762849, -122.4352 37.762806, -122.435196 37.762766, -122.435193 37.762727, -122.435514 37.762597, -122.435837 37.762485, -122.436314 37.762423, -122.436437 37.762409, -122.437342 37.762355, -122.438418 37.762291, -122.439491 37.762227, -122.440168 37.762187, -122.440221 37.762777, -122.440285 37.763493, -122.440874 37.763455, -122.441983 37.763483, -122.441987 37.763252, -122.443795 37.763296, -122.443385 37.763481)))"
6,75,22704,60750227043,G5030,128559,0,37.7593528,-122.3999568,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.402203 37.760951, -122.402071 37.760967, -122.401377 37.761007, -122.4012 37.761012, -122.400267 37.761068, -122.399303 37.761126, -122.398338 37.761184, -122.398278 37.760556, -122.398216 37.759909, -122.39797 37.757359, -122.398574 37.757323, -122.398939 37.757301, -122.399907 37.757243, -122.399922 37.75752, -122.400218 37.75779, -122.40096 37.758132, -122.401957 37.758403, -122.40208 37.759675, -122.402203 37.760951)))"
6,75,15401,60750154012,G5030,133338,0,37.7827133,-122.4562149,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.459045 37.783827, -122.457923 37.783874, -122.456813 37.783929, -122.455711 37.783979, -122.454618 37.78403, -122.453653 37.784054, -122.453184 37.781785, -122.454186 37.781651, -122.45529 37.781529, -122.45553 37.781509, -122.455843 37.781472, -122.456059 37.78146, -122.456304 37.781449, -122.456396 37.781447, -122.456629 37.781439, -122.457759 37.781402, -122.458878 37.781326, -122.458998 37.783189, -122.459045 37.783827)))"
6,75,61508,60750615082,G5030,42913,0,37.7849295,-122.3897487,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.391301 37.78486, -122.391249 37.784918, -122.390966 37.785232, -122.390424 37.785665, -122.390295 37.785767, -122.389783 37.786178, -122.389637 37.786224, -122.389409 37.786042, -122.388915 37.785647, -122.388514 37.785327, -122.388171 37.785043, -122.388193 37.784762, -122.388363 37.784749, -122.38848 37.784685, -122.388857 37.784388, -122.389846 37.783609, -122.390499 37.784126, -122.390574 37.784186, -122.390857 37.784411, -122.391142 37.784637, -122.391364 37.784802, -122.391301 37.78486)))"
6,75,61508,60750615081,G5030,132396,152297,37.785752,-122.3863814,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.389846 37.783609, -122.388857 37.784388, -122.38848 37.784685, -122.388363 37.784749, -122.388193 37.784762, -122.388171 37.785043, -122.388514 37.785327, -122.388915 37.785647, -122.389409 37.786042, -122.389637 37.786224, -122.388779 37.786899, -122.388588 37.787049, -122.388393 37.787105, -122.387994 37.787099, -122.387699 37.787098, -122.38767 37.787175, -122.387407 37.787241, -122.38702 37.787247, -122.384544 37.7874, -122.383434 37.787535, -122.381681 37.783529, -122.384712 37.782782, -122.38473 37.782926, -122.384748 37.782939, -122.387421 37.78279, -122.387525 37.782797, -122.387628 37.782826, -122.38807 37.782449, -122.388112 37.781806, -122.388423 37.781798, -122.388379 37.78224, -122.388478 37.782397, -122.388556 37.782558, -122.388914 37.78287, -122.389846 37.783609)))"
6,75,11200,60750112003,G5030,23944,0,37.7930107,-122.4153859,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.416292 37.793892, -122.415674 37.793971, -122.415218 37.794029, -122.415072 37.793299, -122.415057 37.793168, -122.415055 37.793149, -122.41447 37.793223, -122.414382 37.792784, -122.414325 37.792506, -122.414293 37.792343, -122.415116 37.792238, -122.415526 37.792185, -122.415936 37.792133, -122.416113 37.793014, -122.416292 37.793892)))"
6,75,60701,60750607011,G5030,59630,0,37.7799032,-122.3903972,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.392211 37.779277, -122.391065 37.780182, -122.390527 37.780607, -122.389754 37.781221, -122.38939 37.781509, -122.389168 37.781649, -122.388996 37.781711, -122.388758 37.781798, -122.388696 37.781798, -122.388423 37.781798, -122.388471 37.781328, -122.388536 37.781077, -122.388399 37.780766, -122.388604 37.780497, -122.388907 37.780198, -122.38927 37.779921, -122.389318 37.779886, -122.389479 37.779774, -122.391707 37.77802, -122.391892 37.778167, -122.39275 37.778852, -122.392211 37.779277)))"
6,75,61502,60750615021,G5030,55205,0,37.7821018,-122.3901473,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.391308 37.782454, -122.39059 37.783021, -122.390424 37.783152, -122.389846 37.783609, -122.388914 37.78287, -122.388556 37.782558, -122.388478 37.782397, -122.388379 37.78224, -122.388423 37.781798, -122.388696 37.781798, -122.388758 37.781798, -122.388996 37.781711, -122.389168 37.781649, -122.38939 37.781509, -122.389754 37.781221, -122.390527 37.780607, -122.392077 37.781846, -122.391308 37.782454)))"
6,75,61508,60750615083,G5030,52634,0,37.7833273,-122.391731,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.393618 37.783078, -122.39284 37.783693, -122.392594 37.783868, -122.392119 37.784205, -122.391593 37.784594, -122.391364 37.784802, -122.391142 37.784637, -122.390857 37.784411, -122.390574 37.784186, -122.390499 37.784126, -122.389846 37.783609, -122.390424 37.783152, -122.39059 37.783021, -122.391308 37.782454, -122.392077 37.781846, -122.392613 37.782274, -122.392842 37.782457, -122.393082 37.78265, -122.393297 37.782821, -122.393618 37.783078)))"
6,75,990200,60759902000,G5030,0,121097313,37.8046349,-122.3728663,7/21/22 22:57,7/25/22 14:01,"MULTIPOLYGON (((-122.453983 37.839027, -122.445483 37.842427, -122.433625 37.846912, -122.424227 37.85045, -122.422475 37.85111, -122.41871 37.852491, -122.418673 37.852505, -122.418782 37.853425, -122.418794 37.853496, -122.419258 37.856454, -122.419881 37.860425, -122.419907 37.860579, -122.419722 37.860915, -122.419456 37.860948, -122.419394 37.861048, -122.418779 37.861673, -122.418774 37.861864, -122.418736 37.861959, -122.418831 37.862245, -122.41886 37.862245, -122.418941 37.862564, -122.419327 37.862922, -122.419446 37.862888, -122.419484 37.862903, -122.419727 37.863027, -122.419865 37.863141, -122.420023 37.863193, -122.420042 37.863179, -122.420094 37.863198, -122.420137 37.863155, -122.420342 37.863203, -122.42038 37.863426, -122.420836 37.866247, -122.422162 37.874436, -122.422483 37.876426, -122.422683 37.878126, -122.424083 37.884626, -122.427583 37.904025, -122.430183 37.918425, -122.432283 37.929824, -122.432216 37.929771, -122.430362 37.928304, -122.430205 37.928179, -122.426444 37.925202, -122.424602 37.923744, -122.422683 37.922224, -122.420047 37.920131, -122.412142 37.913855, -122.409507 37.911763, -122.402593 37.906274, -122.399382 37.903725, -122.38174 37.889955, -122.374782 37.884525, -122.374582 37.884364, -122.373982 37.883884, -122.373782 37.883725, -122.372581 37.880325, -122.372229 37.879326, -122.370676 37.874927, -122.369228 37.870826, -122.36898 37.870125, -122.367781 37.866726, -122.3654 37.860526, -122.35826 37.841926, -122.355881 37.835727, -122.354504 37.832023, -122.352634 37.826988, -122.350376 37.820911, -122.349755 37.81924, -122.349607 37.818841, -122.349387 37.818248, -122.349194 37.817728, -122.349067 37.817386, -122.34905 37.81734, -122.349024 37.81727, -122.349001 37.817208, -122.348546 37.815967, -122.347181 37.812247, -122.346881 37.811427, -122.346681 37.811027, -122.345401 37.808947, -122.341561 37.802707, -122.341021 37.80183, -122.340281 37.800628, -122.336642 37.795121, -122.336581 37.795028, -122.336467 37.794846, -122.336091 37.794243, -122.33608 37.794225, -122.33517 37.792768, -122.332443 37.788398, -122.331536 37.786942, -122.332348 37.78237, -122.332263 37.782082, -122.331602 37.781404, -122.331365 37.781387, -122.327917 37.781202, -122.32496 37.77656, -122.321555 37.771215, -122.316092 37.762638, -122.313136 37.757999, -122.31048 37.753829, -122.30728 37.748668, -122.30118 37.738829, -122.30028 37.737429, -122.297668 37.733196, -122.29448 37.72803, -122.2943 37.72775, -122.29376 37.72691, -122.29358 37.72663, -122.29324 37.72613, -122.29222 37.72463, -122.29188 37.72413, -122.29146 37.72347, -122.2902 37.72149, -122.28978 37.72083, -122.28886 37.71939, -122.286099 37.71507, -122.28518 37.71363, -122.2845 37.71255, -122.28246 37.709309, -122.28178 37.70823, -122.29458 37.70823, -122.360381 37.708331, -122.358644 37.715817, -122.358541 37.71585, -122.356879 37.727927, -122.356559 37.729657, -122.359521 37.731302, -122.365822 37.737123, -122.367631 37.740134, -122.369079 37.741644, -122.371263 37.743934, -122.372762 37.745505, -122.373188 37.745948, -122.376064 37.75256, -122.377981 37.753629, -122.379681 37.767629, -122.380581 37.775129, -122.381681 37.783529, -122.383434 37.787535, -122.383907 37.788616, -122.385122 37.791393, -122.385249 37.791571, -122.387781 37.795128, -122.388981 37.796628, -122.393382 37.801928, -122.398482 37.807228, -122.405782 37.811728, -122.407482 37.812728, -122.420182 37.812928, -122.421076 37.812889, -122.422482 37.812828, -122.424491 37.812732, -122.424582 37.812728, -122.425182 37.812628, -122.430082 37.811828, -122.443082 37.809728, -122.448682 37.808628, -122.449182 37.811728, -122.453983 37.839027), (-122.425035 37.826252, -122.423161 37.824943, -122.421971 37.82411, -122.419234 37.8253, -122.420513 37.82765, -122.42328 37.828899, -122.424143 37.829286, -122.426463 37.82881, -122.425035 37.826252), (-122.381693 37.826713, -122.37378 37.814517, -122.375149 37.810649, -122.37378 37.808389, -122.369653 37.806043, -122.369544 37.805981, -122.369284 37.805833, -122.367929 37.805063, -122.367235 37.80491, -122.365657 37.804522, -122.364348 37.804383, -122.362448 37.804521, -122.360993 37.804833, -122.359623 37.805845, -122.358108 37.807369, -122.357649 37.80811, -122.356873 37.809808, -122.356812 37.810111, -122.357181 37.813148, -122.358062 37.815385, -122.358203 37.815742, -122.364797 37.832484, -122.373899 37.834685, -122.379789 37.832306, -122.381693 37.826713)))"
